timeout,concurrency,delay,total_tasks,total_time,success_rate,tasks_per_second,avg_completion_latency,max_completion_latency,avg_embedding_latency,completion_success_rate,embedding_success_rate
5,25,0.1,27,9.889818,16.666666666666664,2.7300805737780007,3.595015287399292,4.741293668746948,1.9526146252950032,22.22222222222222,11.11111111111111
60,5,1.5,27,25.449204,100.0,1.0609369157479345,2.629393056586937,5.762462854385376,0.20129583500049733,100.0,100.0
32,15,0.8,27,18.727124,100.0,1.4417590229017547,4.714315114197908,10.934421062469482,3.075221335446393,100.0,100.0
18,20,0.45,27,20.552642,96.29629629629629,1.3136997180216539,7.242467504281264,17.56415605545044,5.541940505688007,96.29629629629629,96.29629629629629
11,22,0.275,27,19.26345,62.96296296296296,1.4016180902174844,6.897103648436697,10.60563611984253,4.891753768920898,70.37037037037037,55.55555555555556
14,21,0.36250000000000004,27,20.234407,79.62962962962963,1.3343608241150828,6.376262415539134,13.282742023468018,5.480770633334205,81.48148148148148,77.77777777777779
16,20,0.40625,27,19.506768,87.03703703703704,1.3841349833042562,6.772034744421641,13.193305253982544,4.716755431631337,88.88888888888889,85.18518518518519
